"pig_ensembl_gene_id","pig_gene_name","pig_entrezgene_id","hsapiens_homolog_ensembl_gene","hsapiens_homolog_associated_gene_name","human_entrezgene_id","cow_ensembl_gene_id","cow_gene_name","cow_entrezgene_id"
"ENSSSCG00000034954","C5orf24",100627041,"ENSG00000181904","C5orf24",134553,"ENSBTAG00000012762","C7H5orf24",538535
"ENSSSCG00000062098","TMEM218",NA,"ENSG00000150433","TMEM218",219854,"ENSBTAG00000056463","TMEM218",616789
"ENSSSCG00000029838","FZD2",NA,"ENSG00000180340","FZD2",2535,"ENSBTAG00000020590","FZD2",538507
"ENSSSCG00000027294","CDV3",100627162,"ENSG00000091527","CDV3",55573,"ENSBTAG00000035556","CDV3",504871
"ENSSSCG00000015211","PKNOX2",NA,"ENSG00000165495","PKNOX2",63876,"ENSBTAG00000000052","PKNOX2",617454
"ENSSSCG00000021966","TOPBP1",100626645,"ENSG00000163781","TOPBP1",11073,"ENSBTAG00000000526","TOPBP1",540574
"ENSSSCG00000038110","TIFAB",110259489,"ENSG00000255833","TIFAB",497189,"ENSBTAG00000017648","TIFAB",524523
"ENSSSCG00000017802","BHLHA9",100521580,"ENSG00000205899","BHLHA9",727857,"ENSBTAG00000048216","BHLHA9",100301293
"ENSSSCG00000000722","RAD51AP1",100157339,"ENSG00000111247","RAD51AP1",10635,"ENSBTAG00000040065","RAD51AP1",615937
"ENSSSCG00000006901","EVI5",100519143,"ENSG00000067208","EVI5",7813,"ENSBTAG00000011363","EVI5",536706
"ENSSSCG00000032722","GLRB",414284,"ENSG00000109738","GLRB",2743,"ENSBTAG00000021764","GLRB",281198
"ENSSSCG00000003667","TRIT1",100517163,"ENSG00000043514","TRIT1",54802,"ENSBTAG00000013832","TRIT1",535006
"ENSSSCG00000015779","CDKN2AIP",100513762,"ENSG00000168564","CDKN2AIP",55602,"ENSBTAG00000000957","CDKN2AIP",513265
"ENSSSCG00000011078","ARMC3",100519618,"ENSG00000165309","ARMC3",219681,"ENSBTAG00000020929","ARMC3",525665
"ENSSSCG00000014310","CXCL14",494467,"ENSG00000145824","CXCL14",9547,"ENSBTAG00000006694","CXCL14",511771
"ENSSSCG00000002025","SLC22A17",100152841,"ENSG00000092096","SLC22A17",51310,"ENSBTAG00000016467","SLC22A17",539848
"ENSSSCG00000063008","ITGA2B",397059,"ENSG00000005961","ITGA2B",3674,"ENSBTAG00000008165","ITGA2B",515011
"ENSSSCG00000014311","SLC25A48",100518721,"ENSG00000145832","SLC25A48",153328,"ENSBTAG00000018287","SLC25A48",515496
"ENSSSCG00000024555","ING2",100516113,"ENSG00000168556","ING2",3622,"ENSBTAG00000047706","ING2",404141
"ENSSSCG00000000723","FERRY3",100153309,"ENSG00000047621","FERRY3",57102,"ENSBTAG00000053303","FERRY3",515243
"ENSSSCG00000015212","FEZ1",NA,"ENSG00000149557","FEZ1",9638,"ENSBTAG00000009124","FEZ1",511751
"ENSSSCG00000015212","FEZ1",NA,"ENSG00000149557","FEZ1",105369550,"ENSBTAG00000009124","FEZ1",511751
"ENSSSCG00000010304","MYOZ1",574060,"ENSG00000177791","MYOZ1",58529,"ENSBTAG00000033008","MYOZ1",281939
"ENSSSCG00000010923","UBE2T",100525658,"ENSG00000077152","UBE2T",29089,"ENSBTAG00000004790","UBE2T",505314
"ENSSSCG00000054284","PABPN1",100155260,"ENSG00000100836","PABPN1",8106,"ENSBTAG00000006884","PABPN1",282298
"ENSSSCG00000032662","FGF6",100152116,"ENSG00000111241","FGF6",2251,"ENSBTAG00000006800","FGF6",540317
"ENSSSCG00000014416","TCERG1",100621703,"ENSG00000113649","TCERG1",10915,"ENSBTAG00000003259","TCERG1",540964
"ENSSSCG00000015776","RWDD4",100515930,"ENSG00000182552","RWDD4",201965,"ENSBTAG00000003081","RWDD4",509865
"ENSSSCG00000060434","TCEAL7",NA,"ENSG00000182916","TCEAL7",56849,"ENSBTAG00000046707","TCEAL7",100138330
"ENSSSCG00000010303","SYNPO2L",100152222,"ENSG00000166317","SYNPO2L",79933,"ENSBTAG00000021132","SYNPO2L",101905578
"ENSSSCG00000024685","GRIA2",NA,"ENSG00000120251","GRIA2",2891,"ENSBTAG00000004775","GRIA2",614283
"ENSSSCG00000011079","PIP4K2A",100520446,"ENSG00000150867","PIP4K2A",5305,"ENSBTAG00000018033","PIP4K2A",533289
"ENSSSCG00000012527","TCEAL9",NA,"ENSG00000185222","TCEAL9",51186,"ENSBTAG00000048143","TCEAL9",532320
"ENSSSCG00000015236","KCNJ1",NA,"ENSG00000151704","KCNJ1",3758,"ENSBTAG00000000008","KCNJ1",539250
"ENSSSCG00000052449","FGF23",100155339,"ENSG00000118972","FGF23",8074,"ENSBTAG00000030343","FGF23",530239
"ENSSSCG00000015777","TRAPPC11",100515058,"ENSG00000168538","TRAPPC11",60684,"ENSBTAG00000007422","TRAPPC11",537211
"ENSSSCG00000010925","PPP1R12B",100525832,"ENSG00000077157","PPP1R12B",4660,"ENSBTAG00000011772","PPP1R12B",107131237
"ENSSSCG00000001903","EDC3",100156966,"ENSG00000179151","EDC3",80153,"ENSBTAG00000007308","EDC3",517979
"ENSSSCG00000024219","TIGAR",100154112,"ENSG00000078237","TIGAR",57103,"ENSBTAG00000016650","TIGAR",615392
"ENSSSCG00000006902","GFI1",110260381,"ENSG00000162676","GFI1",2672,"ENSBTAG00000016723","GFI1",100139952
"ENSSSCG00000038694","CCND2",397162,"ENSG00000118971","CCND2",894,"ENSBTAG00000016649","CCND2",615414
"ENSSSCG00000003669","MFSD2A",100518612,"ENSG00000168389","MFSD2A",84879,"ENSBTAG00000013054","MFSD2A",512633
"ENSSSCG00000021569","MMP25",100626072,"ENSG00000008516","MMP25",64386,"ENSBTAG00000016424","MMP25",531092
"ENSSSCG00000015780","STOX2",100156897,"ENSG00000173320","STOX2",56977,"ENSBTAG00000008886","STOX2",535434
"ENSSSCG00000000728","PARP11",100524437,"ENSG00000111224","PARP11",57097,"ENSBTAG00000000275","PARP11",539763
"ENSSSCG00000057418","PPP1R3E",106504470,"ENSG00000235194","PPP1R3E",90673,"ENSBTAG00000037679","PPP1R3E",527187
"ENSSSCG00000038664","OR1D5",100624795,"ENSG00000262628","OR1D5",8386,"ENSBTAG00000052339","OR1D3B",540255
"ENSSSCG00000038664","OR1D5",100624795,"ENSG00000262628","OR1D5",653166,"ENSBTAG00000052339","OR1D3B",540255
"ENSSSCG00000003672","CAP1",100621359,"ENSG00000131236","CAP1",10487,"ENSBTAG00000013363","CAP1",504519
"ENSSSCG00000001904","CLK3",100155768,"ENSG00000179335","CLK3",1198,"ENSBTAG00000007304","CLK3",505499
"ENSSSCG00000006903","RPAP2",100517893,"ENSG00000122484","RPAP2",79871,"ENSBTAG00000018739","RPAP2",529184
"ENSSSCG00000010306","SEC24C",100152996,"ENSG00000176986","SEC24C",9632,"ENSBTAG00000002791","SEC24C",509488
"ENSSSCG00000004385","SNX3",100627262,"ENSG00000112335","SNX3",8724,"ENSBTAG00000018801","SNX3",528265
"ENSSSCG00000029677","ssc-mir-532",100498739,"ENSG00000207758","MIR532",693124,"ENSBTAG00000029798","bta-mir-532",791060
"ENSSSCG00000036673","PPT1",100517533,"ENSG00000131238","PPT1",5538,"ENSBTAG00000013367","PPT1",281421
"ENSSSCG00000020895","BICDL2",100626694,"ENSG00000162069","BICDL2",146439,"ENSBTAG00000019920","BICDL2",507073
"ENSSSCG00000000732","CRACR2A",100625935,"ENSG00000130038","CRACR2A",84766,"ENSBTAG00000018940","CRACR2A",525377
"ENSSSCG00000040199","AFG1L",100155926,"ENSG00000135537","AFG1L",246269,"ENSBTAG00000014592","AFG1L",537689
"ENSSSCG00000001905","ARID3B",100521805,"ENSG00000179361","ARID3B",10620,"ENSBTAG00000011828","ARID3B",532938
"ENSSSCG00000058254","FAM171A2",100514069,"ENSG00000161682","FAM171A2",284069,"ENSBTAG00000011447","FAM171A2",615144
"ENSSSCG00000023315","THOC6",100626533,"ENSG00000131652","THOC6",79228,"ENSBTAG00000001415","THOC6",100125940
"ENSSSCG00000006904","GLMN",100153954,"ENSG00000174842","GLMN",11146,"ENSBTAG00000018737","GLMN",504211
"ENSSSCG00000008873","GASK1B",NA,"ENSG00000164125","GASK1B",51313,"ENSBTAG00000017069","GASK1B",617515
"ENSSSCG00000003670","RLF",100620967,"ENSG00000117000","RLF",6018,"ENSBTAG00000019695","RLF",527058
"ENSSSCG00000015781","ENPP6",100152050,"ENSG00000164303","ENPP6",133121,"ENSBTAG00000011573","ENPP6",537431
"ENSSSCG00000029647","ssc-mir-500",100498777,"ENSG00000207785","MIR500A",574502,"ENSBTAG00000044594","bta-mir-502b",100313383
"ENSSSCG00000000730","PRMT8",100526051,"ENSG00000111218","PRMT8",56341,"ENSBTAG00000009447","PRMT8",615834
"ENSSSCG00000004387","FOXO3",733621,"ENSG00000118689","FOXO3",2309,"ENSBTAG00000011234","FOXO3",535530
"ENSSSCG00000008874","TMEM144",NA,"ENSG00000164124","TMEM144",55314,"ENSBTAG00000019229","TMEM144",514175
"ENSSSCG00000012021","MRPL39",100521866,"ENSG00000154719","MRPL39",54148,"ENSBTAG00000019542","MRPL39",515194
"ENSSSCG00000015782","IRF2",100621620,"ENSG00000168310","IRF2",3660,"ENSBTAG00000010002","IRF2",337916
"ENSSSCG00000001907","UBL7",100157747,"ENSG00000138629","UBL7",84993,"ENSBTAG00000000010","UBL7",511289
"ENSSSCG00000025777","ESR1",397435,"ENSG00000091831","ESR1",2099,"ENSBTAG00000007159","ESR1",407238
"ENSSSCG00000023165","SEMA7A",100623369,"ENSG00000138623","SEMA7A",8482,"ENSBTAG00000011446","SEMA7A",614707
"ENSSSCG00000011080","SPAG6",100286811,"ENSG00000077327","SPAG6",9576,"ENSBTAG00000033291","SPAG6",539424
"ENSSSCG00000027130","TNFRSF12A",100217390,"ENSG00000006327","TNFRSF12A",51330,"ENSBTAG00000012082","TNFRSF12A",617439
"ENSSSCG00000036395","TMCO2",100621068,"ENSG00000188800","TMCO2",127391,"ENSBTAG00000019698","TMCO2",768018
"ENSSSCG00000035196","BTBD8",100624686,"ENSG00000189195","BTBD8",284697,"ENSBTAG00000006167","BTBD8",520456
"ENSSSCG00000008875","RXFP1",NA,"ENSG00000171509","RXFP1",59350,"ENSBTAG00000010306","RXFP1",532277
"ENSSSCG00000023028","JAM2",102166598,"ENSG00000154721","JAM2",58494,"ENSBTAG00000000603","JAM2",538846
"ENSSSCG00000025818","IL9",100144594,"ENSG00000145839","IL9",3578,"ENSBTAG00000018290","IL9",613392
"ENSSSCG00000023743","CLDN6",100302020,"ENSG00000184697","CLDN6",9074,"ENSBTAG00000045901","CLDN6",511318
"ENSSSCG00000027902","ZMPSTE24",106507628,"ENSG00000084073","ZMPSTE24",10269,"ENSBTAG00000044178","ZMPSTE24",538104
"ENSSSCG00000017355","GRN",733645,"ENSG00000030582","GRN",2896,"ENSBTAG00000018823","GRN",767942
"ENSSSCG00000014315","LECT2",100518899,"ENSG00000145826","LECT2",3950,"ENSBTAG00000001247","LECT2",281899
"ENSSSCG00000008041","PKD1",100516429,"ENSG00000008710","PKD1",5310,"ENSBTAG00000020619","PKD1",504986
"ENSSSCG00000015786","PRIMPOL",100515586,"ENSG00000164306","PRIMPOL",201973,"ENSBTAG00000018863","PRIMPOL",511080
"ENSSSCG00000032431","TMEM52B",100524496,"ENSG00000165685","TMEM52B",120939,"ENSBTAG00000011023","TMEM52B",618567
"ENSSSCG00000014316","TGFBI",100519300,"ENSG00000120708","TGFBI",7045,"ENSBTAG00000009513","TGFBI",539596
"ENSSSCG00000032057","EPHX4",102161927,"ENSG00000172031","EPHX4",253152,"ENSBTAG00000005805","EPHX4",524246
"ENSSSCG00000010903","LHX9",397597,"ENSG00000143355","LHX9",56956,"ENSBTAG00000013499","LHX9",515012
"ENSSSCG00000034012","CASP3",397244,"ENSG00000164305","CASP3",836,"ENSBTAG00000015874","CASP3",408016
"ENSSSCG00000023654","BRDT",102167024,"ENSG00000137948","BRDT",676,"ENSBTAG00000003724","BRDT",523971
"ENSSSCG00000033327","PDGFB",NA,"ENSG00000100311","PDGFB",5155,"ENSBTAG00000021697","PDGFB",540106
"ENSSSCG00000025273","CYP11A1",403329,"ENSG00000140459","CYP11A1",1583,"ENSBTAG00000006934","CYP11A1",338048
"ENSSSCG00000060236","CBX7",100520132,"ENSG00000100307","CBX7",23492,"ENSBTAG00000007228","CBX7",525770
"ENSSSCG00000010922","ELF3",100524949,"ENSG00000163435","ELF3",1999,"ENSBTAG00000008756","ELF3",508503
"ENSSSCG00000028976","PPP2R2B",397089,"ENSG00000156475","PPP2R2B",5521,"ENSBTAG00000001862","PPP2R2B",509290
"ENSSSCG00000004432","HDAC2",100156170,"ENSG00000196591","HDAC2",3066,"ENSBTAG00000011849","HDAC2",407223
"ENSSSCG00000025855","RNMT",100621823,"ENSG00000101654","RNMT",8731,"ENSBTAG00000009142","RNMT",511555
"ENSSSCG00000011640","TF",396996,"ENSG00000091513","TF",7018,"ENSBTAG00000007273","TF",280705
"ENSSSCG00000040334","CBX6",110260645,"ENSG00000183741","CBX6",23466,"ENSBTAG00000046724","CBX6",513830
"ENSSSCG00000015785","CENPU",100515416,"ENSG00000151725","CENPU",79682,"ENSBTAG00000078062","CENPU",617866
"ENSSSCG00000002443","TC2N",NA,"ENSG00000165929","TC2N",123036,"ENSBTAG00000003375","TC2N",534419
"ENSSSCG00000006911","TGFBR3",397512,"ENSG00000069702","TGFBR3",7049,"ENSBTAG00000024269","TGFBR3",784894
"ENSSSCG00000000092","NPTXR",100521449,"ENSG00000221890","NPTXR",23467,"ENSBTAG00000000109","NPTXR",NA
"ENSSSCG00000058331","FAM210A",100622095,"ENSG00000177150","FAM210A",125228,"ENSBTAG00000009141","FAM210A",511554
"ENSSSCG00000015799","KLKB1",397144,"ENSG00000164344","KLKB1",3818,"ENSBTAG00000009501","KLKB1",533547
"ENSSSCG00000027417","LDLRAD4",100622189,"ENSG00000168675","LDLRAD4",753,"ENSBTAG00000009139","LDLRAD4",511553
"ENSSSCG00000008040","TSC2",100505408,"ENSG00000103197","TSC2",7249,"ENSBTAG00000020617","TSC2",504985
"ENSSSCG00000028694","ATP6V1B2",106504095,"ENSG00000147416","ATP6V1B2",526,"ENSBTAG00000018646","ATP6V1B2",338082
"ENSSSCG00000001909","STRA6",100153335,"ENSG00000137868","STRA6",64220,"ENSBTAG00000007348","STRA6",515911
"ENSSSCG00000000095","GTPBP1",100520611,"ENSG00000100226","GTPBP1",9567,"ENSBTAG00000010324","GTPBP1",513922
"ENSSSCG00000024975","NR5A2",100523688,"ENSG00000116833","NR5A2",2494,"ENSBTAG00000009265","NR5A2",541305
"ENSSSCG00000028492","C4orf46",NA,"ENSG00000205208","C4orf46",201725,"ENSBTAG00000033486","C17H4orf46",768238
"ENSSSCG00000059665","CEP192",100622752,"ENSG00000101639","CEP192",55125,"ENSBTAG00000013380","CEP192",506509
"ENSSSCG00000011639","SRPRB",100523141,"ENSG00000144867","SRPRB",58477,"ENSBTAG00000044075","SRPRB",NA
"ENSSSCG00000004433","HS3ST5",100155403,"ENSG00000249853","HS3ST5",222537,"ENSBTAG00000000188","HS3ST5",540355
"ENSSSCG00000008877","ETFDH",NA,"ENSG00000171503","ETFDH",2110,"ENSBTAG00000016679","ETFDH",768074
"ENSSSCG00000004434","FRK",100157810,"ENSG00000111816","FRK",2444,"ENSBTAG00000020018","FRK",509227
"ENSSSCG00000010143","MTR",397300,"ENSG00000116984","MTR",4548,"ENSBTAG00000012251","MTR",280869
"ENSSSCG00000036503","RAB6B",100522830,"ENSG00000154917","RAB6B",51560,"ENSBTAG00000000905","RAB6B",526526
"ENSSSCG00000038677","GJB3",110261137,"ENSG00000188910","GJB3",2707,"ENSBTAG00000064062","GJB3",539935
"ENSSSCG00000027251","CDC7",100520671,"ENSG00000097046","CDC7",8317,"ENSBTAG00000016307","CDC7",516094
"ENSSSCG00000014319","SMAD5",100624262,"ENSG00000113658","SMAD5",4090,"ENSBTAG00000055062","SMAD5",768050
"ENSSSCG00000037424","CDK19",100525621,"ENSG00000155111","CDK19",23097,"ENSBTAG00000065530","CDK19",511802
"ENSSSCG00000021375","HS6ST2",NA,"ENSG00000171004","HS6ST2",90161,"ENSBTAG00000049807","HS6ST2",517768
"ENSSSCG00000017343","GFAP",396562,"ENSG00000131095","GFAP",2670,"ENSBTAG00000013534","GFAP",281189
"ENSSSCG00000001974","G2E3",NA,"ENSG00000092140","G2E3",55632,"ENSBTAG00000001617","G2E3",508575
"ENSSSCG00000045907","ADAM2",397006,"ENSG00000104755","ADAM2",2515,"ENSBTAG00000009408","ADAM2",281599
"ENSSSCG00000011076","OTUD1",106504170,"ENSG00000165312","OTUD1",220213,"ENSBTAG00000047752","OTUD1",104968459
"ENSSSCG00000038942","OR10G6",NA,"ENSG00000198674","OR10G6",79490,"ENSBTAG00000033508","OR10G6",522385
"ENSSSCG00000010144","ACTN2",100157406,"ENSG00000077522","ACTN2",88,"ENSBTAG00000009696","ACTN2",536607
"ENSSSCG00000000094","SUN2",100521622,"ENSG00000100242","SUN2",25777,"ENSBTAG00000003693","SUN2",618392
"ENSSSCG00000039983","GJA4",100620145,"ENSG00000187513","GJA4",2701,"ENSBTAG00000013881","GJA4",NA
"ENSSSCG00000027312","PTCH1",100627504,"ENSG00000185920","PTCH1",5727,"ENSBTAG00000009903","PTCH1",520994
"ENSSSCG00000006912","HFM1",100156806,"ENSG00000162669","HFM1",164045,"ENSBTAG00000020856","HFM1",505814
"ENSSSCG00000001910","ISLR",100152082,"ENSG00000129009","ISLR",3671,"ENSBTAG00000006024","ISLR",515018
"ENSSSCG00000004393","GTF3C6",100525020,"ENSG00000155115","GTF3C6",112495,"ENSBTAG00000067009","GTF3C6",518472
"ENSSSCG00000012679","GPC4",NA,"ENSG00000076716","GPC4",2239,"ENSBTAG00000020644","GPC4",540179
"ENSSSCG00000015784","ACSL1",448982,"ENSG00000151726","ACSL1",2180,"ENSBTAG00000004344","ACSL1",537161
"ENSSSCG00000011641","SLCO2A1",100144510,"ENSG00000174640","SLCO2A1",6578,"ENSBTAG00000001324","SLCO2A1",282468
"ENSSSCG00000004394","RPF2",100525264,"ENSG00000197498","RPF2",84154,"ENSBTAG00000016584","RPF2",511294
"ENSSSCG00000022534","ZNF644",100152774,"ENSG00000122482","ZNF644",84146,"ENSBTAG00000011200","ZNF644",539923
"ENSSSCG00000014418","STK32A",100622368,"ENSG00000169302","STK32A",202374,"ENSBTAG00000000626","STK32A",100125774
"ENSSSCG00000012680","GPC3",NA,"ENSG00000147257","GPC3",2719,"ENSBTAG00000020406","GPC3",615239
"ENSSSCG00000040173","DLGAP3",100623214,"ENSG00000116544","DLGAP3",58512,"ENSBTAG00000013867","DLGAP3",516070
"ENSSSCG00000001912","PML",100157336,"ENSG00000140464","PML",5371,"ENSBTAG00000015779","PML",100138545
"ENSSSCG00000014318","TRPC7",100271727,"ENSG00000069018","TRPC7",57113,"ENSBTAG00000014638","TRPC7",540902
"ENSSSCG00000017360","UBTF",100621582,"ENSG00000108312","UBTF",7343,"ENSBTAG00000005067","UBTF",497012
"ENSSSCG00000006914","BARHL2",100521190,"ENSG00000143032","BARHL2",343472,"ENSBTAG00000005938","BARHL2",539708
"ENSSSCG00000037655","GABPA",100737779,"ENSG00000154727","GABPA",2551,"ENSBTAG00000019043","GABPA",510204
"ENSSSCG00000031011","CCDC160",NA,"ENSG00000203952","CCDC160",347475,"ENSBTAG00000036349","CCDC160",767883
"ENSSSCG00000004419","SLC16A10",100513770,"ENSG00000112394","SLC16A10",117247,"ENSBTAG00000009239","SLC16A10",541240
"ENSSSCG00000008878","PPID",100515957,"ENSG00000171497","PPID",5481,"ENSBTAG00000016680","PPID",281420
"ENSSSCG00000032660","TMEM35B",110261140,"ENSG00000243749","TMEM35B",100506144,"ENSBTAG00000072547","TMEM35B",618247
"ENSSSCG00000022942","PHF6",100151997,"ENSG00000156531","PHF6",84295,"ENSBTAG00000015196","PHF6",518186
"ENSSSCG00000010928","KDM5B",102163404,"ENSG00000117139","KDM5B",10765,"ENSBTAG00000006175","KDM5B",540633
"ENSSSCG00000039555","JOSD1",100520958,"ENSG00000100221","JOSD1",9929,"ENSBTAG00000065598","JOSD1",510781
"ENSSSCG00000034618","ZMYM6",110261139,"ENSG00000163867","ZMYM6",9204,"ENSBTAG00000021948","ZMYM6",618234
"ENSSSCG00000012020","NCAM2",100737392,"ENSG00000154654","NCAM2",4685,"ENSBTAG00000003301","NCAM2",535613
"ENSSSCG00000031175","FNIP2",NA,"ENSG00000052795","FNIP2",57600,"ENSBTAG00000011970","FNIP2",100138353
"ENSSSCG00000000097","TOMM22",100520786,"ENSG00000100216","TOMM22",56993,"ENSBTAG00000010157","TOMM22",510780
"ENSSSCG00000041409","MFSD4B",100515422,"ENSG00000173214","MFSD4B",91749,"ENSBTAG00000009243","MFSD4B",539486
"ENSSSCG00000034292","ZMYM1",110261141,"ENSG00000197056","ZMYM1",79830,"ENSBTAG00000006555","ZMYM1",527379
"ENSSSCG00000015711","DPP10",100157195,"ENSG00000175497","DPP10",57628,"ENSBTAG00000005235","DPP10",617222
"ENSSSCG00000002444","FBLN5",NA,"ENSG00000140092","FBLN5",10516,"ENSBTAG00000018123","FBLN5",535185
"ENSSSCG00000035577","FAM227A",100736835,"ENSG00000184949","FAM227A",646851,"ENSBTAG00000010573","FAM227A",100297485
"ENSSSCG00000020685","OR10D3",NA,"ENSG00000197309","OR10D3",26497,"ENSBTAG00000016647","OR10D3",517144
"ENSSSCG00000025703","REV3L",100513963,"ENSG00000009413","REV3L",5980,"ENSBTAG00000010760","REV3L",517422
"ENSSSCG00000000103","DMC1",100522866,"ENSG00000100206","DMC1",11144,"ENSBTAG00000005936","DMC1",618398
"ENSSSCG00000035690","SFPQ",110261143,"ENSG00000116560","SFPQ",6421,"ENSBTAG00000016328","SFPQ",618226
"ENSSSCG00000038390","HELT",110256911,"ENSG00000187821","HELT",391723,"ENSBTAG00000014704","HELT",527932
"ENSSSCG00000037757","SPMIP2",NA,"ENSG00000164123","SPMIP2",152940,"ENSBTAG00000033547","SPMIP2",768029
"ENSSSCG00000053080","RABIF",100511035,"ENSG00000183155","RABIF",5877,"ENSBTAG00000073955","RABIF",616779
"ENSSSCG00000008881","RAPGEF2",NA,"ENSG00000109756","RAPGEF2",9693,"ENSBTAG00000012450","RAPGEF2",100139484
"ENSSSCG00000004420","TRAF3IP2",100157000,"ENSG00000056972","TRAF3IP2",10758,"ENSBTAG00000008600","TRAF3IP2",616801
"ENSSSCG00000036549","DPYSL3",100525453,"ENSG00000113657","DPYSL3",1809,"ENSBTAG00000010661","DPYSL3",509796
"ENSSSCG00000010931","ADIPOR1",404695,"ENSG00000159346","ADIPOR1",51094,"ENSBTAG00000009727","ADIPOR1",407235
"ENSSSCG00000008039","NTHL1",100516255,"ENSG00000065057","NTHL1",4913,"ENSBTAG00000006272","NTHL1",535203
"ENSSSCG00000003627","ZMYM4",100524151,"ENSG00000146463","ZMYM4",9202,"ENSBTAG00000021023","ZMYM4",529962
"ENSSSCG00000004421","FYN",791125,"ENSG00000010810","FYN",2534,"ENSBTAG00000011851","FYN",527263
"ENSSSCG00000008038","NHERF2",100192448,"ENSG00000065054","NHERF2",9351,"ENSBTAG00000013479","NHERF2",768005
"ENSSSCG00000011642","RYK",100523513,"ENSG00000163785","RYK",6259,"ENSBTAG00000016999","RYK",781353
"ENSSSCG00000037121","KIAA0319L",110261144,"ENSG00000142687","KIAA0319L",79932,"ENSBTAG00000016694","KIAA0319L",784489
"ENSSSCG00000037254","RNPC3",100522864,"ENSG00000185946","RNPC3",55599,"ENSBTAG00000019091","RNPC3",768060
"ENSSSCG00000000105","KDELR3",100514523,"ENSG00000100196","KDELR3",11015,"ENSBTAG00000009886","KDELR3",509687
"ENSSSCG00000038356","OR8D2",NA,"ENSG00000279116","OR8D2",283160,"ENSBTAG00000046130","OR8D2",100301297
"ENSSSCG00000030228","PIWIL2",100152834,"ENSG00000197181","PIWIL2",55124,"ENSBTAG00000015835","PIWIL2",537068
"ENSSSCG00000025028","XIAP",100037300,"ENSG00000101966","XIAP",331,"ENSBTAG00000040350","XIAP",281647
"ENSSSCG00000032423","SPOCK1",100620623,"ENSG00000152377","SPOCK1",6695,"ENSBTAG00000003502","SPOCK1",511211
"ENSSSCG00000006857","COL11A1",397175,"ENSG00000060718","COL11A1",1301,"ENSBTAG00000021217","COL11A1",287013
"ENSSSCG00000031786","NCDN",110261145,"ENSG00000020129","NCDN",23154,"ENSBTAG00000016696","NCDN",505994
"ENSSSCG00000000955","TBC1D22A",100625790,"ENSG00000054611","TBC1D22A",25771,"ENSBTAG00000012291","TBC1D22A",618784
"ENSSSCG00000017344","FAM187A",102165039,"ENSG00000214447","FAM187A",100528020,"ENSBTAG00000013532","FAM187A",614821
"ENSSSCG00000023400","ZNF598",100523896,"ENSG00000167962","ZNF598",90850,"ENSBTAG00000001023","ZNF598",505086
"ENSSSCG00000040097","TFAP2E",100623903,"ENSG00000116819","TFAP2E",339488,"ENSBTAG00000001959","TFAP2E",525824
"ENSSSCG00000011643","AMOTL2",100523696,"ENSG00000114019","AMOTL2",51421,"ENSBTAG00000000742","AMOTL2",538514
"ENSSSCG00000014321","KLHL3",100519539,"ENSG00000146021","KLHL3",26249,"ENSBTAG00000002796","KLHL3",540311
"ENSSSCG00000014321","KLHL3",100519539,"ENSG00000146021","KLHL3",26249,"ENSBTAG00000002796","KLHL3",533364
"ENSSSCG00000018147","ssc-mir-365-2",100498721,"ENSG00000283978","MIR365B",100126356,"ENSBTAG00000029914","bta-mir-365-2",100313311
"ENSSSCG00000035914","PSMB2",100622444,"ENSG00000126067","PSMB2",5690,"ENSBTAG00000002377","PSMB2",516919
"ENSSSCG00000056284","XAF1",102159947,"ENSG00000132530","XAF1",54739,"ENSBTAG00000011343","XAF1",509740
"ENSSSCG00000032622","SLC39A14",100152468,"ENSG00000104635","SLC39A14",23516,"ENSBTAG00000019225","SLC39A14",515437
"ENSSSCG00000012642","STAG2",NA,"ENSG00000101972","STAG2",10735,"ENSBTAG00000009121","STAG2",616487
"ENSSSCG00000008036","SYNGR3",100515947,"ENSG00000127561","SYNGR3",9143,"ENSBTAG00000008504","SYNGR3",618415
"ENSSSCG00000004422","CCN6",100155801,"ENSG00000112761","CCN6",8838,"ENSBTAG00000017205","CCN6",100849041
"ENSSSCG00000001913","STOML1",100156113,"ENSG00000067221","STOML1",9399,"ENSBTAG00000015772","STOML1",540438
"ENSSSCG00000010908","PTPRC",100522631,"ENSG00000081237","PTPRC",5788,"ENSBTAG00000023144","PTPRC",407152
"ENSSSCG00000038763","CERK",110260834,"ENSG00000100422","CERK",64781,"ENSBTAG00000046654","CERK",100336737
"ENSSSCG00000008034","NOXO1",100523543,"ENSG00000196408","NOXO1",124056,"ENSBTAG00000020369","NOXO1",516233
"ENSSSCG00000031441","GRAMD4",110260607,"ENSG00000075240","GRAMD4",23151,"ENSBTAG00000021803","GRAMD4",613430
"ENSSSCG00000037600","C1orf216",110261146,"ENSG00000142686","C1orf216",127703,"ENSBTAG00000038292","C3H1orf216",618155
"ENSSSCG00000057024","PPP3CC",100158082,"ENSG00000120910","PPP3CC",5533,"ENSBTAG00000020133","PPP3CC",533527
"ENSSSCG00000003628","CLSPN",100525928,"ENSG00000092853","CLSPN",63967,"ENSBTAG00000002826","CLSPN",508363
"ENSSSCG00000037686","TBL3",100623969,"ENSG00000183751","TBL3",10607,"ENSBTAG00000020366","TBL3",618429
"ENSSSCG00000033057","ANAPC13",100415776,"ENSG00000129055","ANAPC13",25847,"ENSBTAG00000014461","ANAPC13",614347
